place,id,sector,year,emp,ann_pay,prod_avg,prod_ann_h,prod_ann_w,mat_cost,ship_val,val_added,total_exp
Illinois,3323,Architectural and structural metals manufacturing,2013,12600,637030,8946,18006,377306,1670723,3357422,1705238,71123
Illinois,3324,"Boiler, tank, and shipping container manufacturing",2013,5458,286353,4159,9036,186057,1427060,2319041,879484,48507
Illinois,3325,Hardware manufacturing,2013,2249,116208,1519,3127,63205,482481,862601,387958,20545
Illinois,3326,Spring and wire product manufacturing,2013,3496,185196,2536,5454,107492,341880,781424,434767,25629
Illinois,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",2013,27953,1465291,20958,44065,959748,1942524,5055387,3119538,270606
Illinois,3328,"Coating, engraving, heat treating, and allied activities",2013,8862,393208,6862,13933,266402,685983,1795205,1108904,38540
Illinois,3329,Other fabricated metal product manufacturing,2013,15662,835723,11809,24526,516005,2577588,5206121,2650848,262124
Illinois,333,Machinery manufacturing,2013,68928,3846714,45873,92658,2036593,13609494,29461074,15591840,1118258
Illinois,3331,"Agriculture, construction, and mining machinery manufacturing",2013,19037,1000763,13587,25502,588127,6221884,14050456,7604305,718484
Illinois,3332,Industrial machinery manufacturing,2013,5310,308211,3187,6690,140712,694888,1549396,848787,27467
Illinois,3333,Commercial and service industry machinery manufacturing,2013,5090,299138,3130,6904,139581,765793,1636115,864349,35662
Illinois,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",2013,5033,237312,3408,6510,114101,574887,1289625,711193,31369
Illinois,3335,Metalworking machinery manufacturing,2013,10365,599141,7224,15173,357695,847309,2046204,1198457,58724
Illinois,3336,"Engine, turbine, and power transmission equipment manufacturing",2013,7486,433664,4953,10187,199059,2022477,3439613,1410613,140039
Illinois,3339,Other general purpose machinery manufacturing,2013,16608,968485,10384,21692,497318,2482256,5449666,2954136,106514
Illinois,334,Computer and electronic product manufacturing,2013,25473,1662363,12608,25224,520243,4616661,10240999,5543700,175516
Illinois,3341,Computer and peripheral equipment manufacturing,2013,2656,218704,671,1187,29681,421181,958313,537575,13841
Illinois,3342,Communications equipment manufacturing,2013,3756,261609,1877,3637,90963,1030670,3123699,2089987,16265
Illinois,3343,Audio and video equipment manufacturing,2013,136,7433,87,159,2909,10045,28578,19080,102
Illinois,3344,Semiconductor and other electronic component manufacturing,2013,8592,397781,5830,11650,191519,1032434,1963304,903487,63420
Illinois,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",2013,9887,751670,3893,8053,197062,2108638,4095675,1934934,77496
Illinois,3346,Manufacturing and reproducing magnetic and optical media,2013,447,25166,250,538,8110,13693,71430,58636,4392
Illinois,335,"Electrical equipment, appliance, and component manufacturing",2013,17827,999456,11783,23850,475797,2939100,6027014,3117960,105407
Illinois,3353,Electrical equipment manufacturing,2013,6896,423925,4335,8708,183470,1059400,2141435,1080650,44624
Illinois,3359,Other electrical equipment and component manufacturing,2013,5389,297743,3569,7354,147033,1031275,2122952,1101077,21645
Illinois,336,Transportation equipment manufacturing,2013,49410,2640569,37999,75766,1728794,21226578,28800341,7488550,579612
Illinois,3361,Motor vehicle manufacturing,2013,10576,635984,9846,20587,556462,12579209,14101093,1501786,100552
Illinois,3362,Motor vehicle body and trailer manufacturing,2013,2301,116571,1663,3413,67356,443183,659088,194082,13534
Illinois,3363,Motor vehicle parts manufacturing,2013,27196,1215895,21249,41043,800572,5285222,8765626,3466839,352505
Illinois,3364,Aerospace product and parts manufacturing,2013,5132,413451,2596,5122,179616,1035517,2138732,1090198,55380
Illinois,3365,Railroad rolling stock manufacturing,2013,3497,227886,2107,4470,105256,1798619,2982644,1167889,53227
Illinois,3366,Ship and boat building,2013,338,14659,290,629,11071,44884,75353,30469,2339
Illinois,3369,Other transportation equipment manufacturing,2013,369,16122,247,502,8462,39944,77805,37287,2075
Illinois,337,Furniture and related product manufacturing,2013,11186,464814,8372,16258,274150,1145737,2528547,1386752,31429
Illinois,3371,Household and institutional furniture and kitchen cabinet manufacturing,2013,5542,213317,4169,8018,136060,346149,910618,564354,10855
Illinois,3372,Office furniture (including fixtures) manufacturing,2013,4719,212700,3501,6772,113838,652467,1331493,688768,18858
Illinois,3379,Other furniture related product manufacturing,2013,925,38797,701,1468,24253,147122,286437,133630,1715
Illinois,339,Miscellaneous manufacturing,2013,24034,1268153,13965,27225,525779,2516993,6290181,3806371,170478
Illinois,3399,Other miscellaneous manufacturing,2013,16845,881210,9416,18153,334630,1849650,4577494,2760895,120060
Indiana,31-33,Manufacturing,2013,454404,23875860,342158,705048,15401554,144352339,245119326,100326130,13260597
Indiana,311,Food manufacturing,2013,32860,1379834,24250,47842,920176,14477993,22390663,7905500,315353
Indiana,3111,Animal food manufacturing,2013,1699,81444,1146,2332,50112,1338980,2025018,683594,41140
Indiana,3112,Grain and oilseed milling,2013,2744,173859,2025,4444,125358,5123162,7275952,2159076,84547
Indiana,3113,Sugar and confectionery product manufacturing,2013,1704,58251,1248,2464,40550,217417,386463,167862,13086
Indiana,3115,Dairy product manufacturing,2013,2962,147725,2165,4285,102609,1422537,2398073,967983,36139
Indiana,3116,Animal slaughtering and processing,2013,9290,308507,8171,14116,242207,3033450,3885397,853089,38279
Indiana,3118,Bakeries and tortilla manufacturing,2013,7399,278631,4136,8966,151864,1219104,2183726,958092,39099
Indiana,3119,Other food manufacturing,2013,3914,194772,2842,5533,115339,1251824,2735017,1478461,34187
Indiana,3141,Textile furnishings mills,2013,760,20514,608,1219,12520,74493,117232,39260,245
Indiana,316,Leather and allied product manufacturing,2013,166,4745,123,232,2856,9925,20868,10432,160
Indiana,3169,Other leather and allied product manufacturing,2013,166,4745,123,232,2856,9925,20868,10432,160
Indiana,325,Chemical manufacturing,2013,19344,1337625,11822,24679,676642,11860793,29916729,18027421,406018
Indiana,3251,Basic chemical manufacturing,2013,2367,155267,1633,3433,97944,3232757,4099230,805543,59819
Indiana,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2013,3089,209511,2215,4646,124321,1989450,2904158,891947,138274
Indiana,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",2013,217,10080,159,346,6130,84747,130234,47153,4838
Indiana,3254,Pharmaceutical and medicine manufacturing,2013,7599,642604,3914,8093,280841,4634725,18937395,14368722,130426
Indiana,3255,"Paint, coating, and adhesive manufacturing",2013,1227,68273,744,1554,33328,224239,403681,179789,11986
Indiana,3256,"Soap, cleaning compound, and toilet preparation manufacturing",2013,1672,90302,1115,2311,50838,457206,1418562,953748,29708
Indiana,3259,Other chemical product and preparation manufacturing,2013,3173,161588,2042,4297,83240,1237669,2023469,780519,30968
Indiana,326,Plastics and rubber products manufacturing,2013,37248,1567127,30106,59185,1032742,6272000,10615324,4371689,385646
Indiana,3261,Plastics product manufacturing,2013,30997,1296815,25053,49248,841424,5032904,9182153,4174552,313123
Indiana,3262,Rubber product manufacturing,2013,6252,270312,5053,9937,191318,1239096,1433170,197137,72522
Indiana,327,Nonmetallic mineral product manufacturing,2013,13189,658572,10657,21648,474612,1966210,4059160,2087227,181801
Indiana,3271,Clay product and refractory manufacturing,2013,771,34223,558,1050,21107,99884,193167,111978,4459
Indiana,3272,Glass and glass product manufacturing,2013,4829,231856,4030,8173,171938,631206,1216240,598038,54178
Indiana,3273,Cement and concrete product manufacturing,2013,4031,195489,3185,6379,133906,564911,1214782,647374,69056
Indiana,3274,Lime and gypsum product manufacturing,2013,614,35875,521,1101,28249,225026,382759,159668,8311
Indiana,3279,Other nonmetallic mineral product manufacturing,2013,2943,161129,2363,4945,119411,445183,1052211,570169,45797
Indiana,331,Primary metal manufacturing,2013,41641,2932041,33217,75750,2228927,21795970,34378035,12674479,888036
Indiana,3311,Iron and steel mills and ferroalloy manufacturing,2013,21059,1835809,16543,40122,1435117,14435839,23266818,8920907,337346
Indiana,3312,Steel product manufacturing from purchased steel,2013,2559,125320,2124,4352,95480,741434,1073132,329208,53505
Indiana,3313,Alumina and aluminum production and processing,2013,5603,350400,4336,9618,246928,2917888,3975726,1062985,124235
Indiana,3314,Nonferrous metal (except aluminum) production and processing,2013,2972,161148,2383,5314,115388,2382809,3241965,856539,128900
Indiana,3315,Foundries,2013,9448,459364,7832,16343,336014,1317999,2820393,1504841,244049
Indiana,332,Fabricated metal product manufacturing,2013,54397,2503118,41568,86875,1668540,7709025,15518289,7865188,481113
Indiana,3321,Forging and stamping,2013,5602,244626,4500,9256,173830,1058284,1818630,759399,88296
Indiana,3322,Cutlery and handtool manufacturing,2013,555,24104,392,749,15244,47082,114707,67089,2293
Indiana,3323,Architectural and structural metals manufacturing,2013,10940,483802,8125,17392,307010,1403230,2535242,1135461,46104
Indiana,3324,"Boiler, tank, and shipping container manufacturing",2013,2101,122418,1649,3806,84601,670161,1097571,434956,17225
Indiana,3325,Hardware manufacturing,2013,2140,97490,1490,2896,52242,389776,836314,442649,11776
Indiana,3326,Spring and wire product manufacturing,2013,2730,108587,2094,4581,72369,301627,545250,244598,10976
Indiana,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",2013,13388,621533,10228,21483,434341,1128924,2621020,1492307,163068
Indiana,3328,"Coating, engraving, heat treating, and allied activities",2013,7123,340428,5720,11664,248365,1095689,2694203,1603046,67081
Indiana,3329,Other fabricated metal product manufacturing,2013,9817,460132,7370,15047,280539,1614253,3255352,1685684,74294
Indiana,333,Machinery manufacturing,2013,34789,1801724,24057,48340,1019487,7311409,12929170,5707861,291903
Indiana,3331,"Agriculture, construction, and mining machinery manufacturing",2013,3576,183517,2438,4937,97310,680081,1224558,543037,13066
Indiana,3332,Industrial machinery manufacturing,2013,2174,130736,1355,2650,67451,189458,515802,323339,13387
Indiana,3333,Commercial and service industry machinery manufacturing,2013,1794,90414,1113,2225,41907,179108,396571,223716,6969
Indiana,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",2013,5554,263742,4090,7607,154291,1101584,2227374,1117298,42497
Indiana,3335,Metalworking machinery manufacturing,2013,5831,300136,4187,8943,191754,341403,918596,586118,44349
Indiana,3336,"Engine, turbine, and power transmission equipment manufacturing",2013,8014,417614,5804,12072,252694,2940937,4551054,1665373,110269
Indiana,3339,Other general purpose machinery manufacturing,2013,7846,415565,5070,9906,214081,1878838,3095217,1248980,61366
Indiana,334,Computer and electronic product manufacturing,2013,14183,816116,8495,16687,343372,2780009,6030192,3222168,180317
Indiana,3344,Semiconductor and other electronic component manufacturing,2013,3691,195071,2217,4260,80169,682621,1414925,733047,40215
Indiana,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",2013,6165,390751,3498,7354,159743,964366,2146663,1175220,107756
Indiana,336,Transportation equipment manufacturing,2013,109249,6272489,85723,180699,4244925,43774727,65838292,22096133,2126063
Indiana,3362,Motor vehicle body and trailer manufacturing,2013,35018,1684090,29015,58393,1168727,8408548,12486330,4100388,89563
Indiana,3363,Motor vehicle parts manufacturing,2013,50577,2811596,39508,86819,1907649,15424565,23652053,8264807,1053677
Indiana,3364,Aerospace product and parts manufacturing,2013,6151,580812,2613,5313,231793,949578,3055099,2129787,70214
Indiana,3366,Ship and boat building,2013,3104,139962,2538,4718,102951,676576,970150,293574,6214
Indiana,339,Miscellaneous manufacturing,2013,25200,1392643,16591,32783,675142,3586719,8731370,4537828,165918
Indiana,3391,Medical equipment and supplies manufacturing,2013,16634,1002217,10826,20990,454939,2866332,7071860,3605872,117654
Indiana,3399,Other miscellaneous manufacturing,2013,8566,390426,5765,11793,220202,720387,1659509,931956,48264
Iowa,31-33,Manufacturing,2013,203391,10196635,147976,300438,6170813,73606241,119365540,45847564,2711296
Iowa,311,Food manufacturing,2013,47177,2093336,38503,80371,1558837,30694953,42020344,11187389,997570
Iowa,3111,Animal food manufacturing,2013,2818,175706,1960,4339,110983,3237302,4545093,1323681,361310
Iowa,3112,Grain and oilseed milling,2013,5320,374003,3506,7707,240768,12618967,16905736,4100633,250397
Iowa,3115,Dairy product manufacturing,2013,3730,181556,2823,5153,129828,1745308,2388858,629721,32745
Iowa,3116,Animal slaughtering and processing,2013,27457,1031430,23966,50911,836205,10790902,14330272,3578966,245844
Iowa,3118,Bakeries and tortilla manufacturing,2013,1161,54120,812,1223,32158,312269,492597,187542,19276
Iowa,3119,Other food manufacturing,2013,3831,162908,3004,6156,120331,1314697,2233000,919534,60979
Iowa,312,Beverage and tobacco product manufacturing,2013,890,39922,425,852,19731,369181,546685,171393,11178
Iowa,3121,Beverage manufacturing,2013,890,39922,425,852,19731,369181,546685,171393,11178
Iowa,314,Textile product mills,2013,1009,35166,700,1272,20394,85793,247539,157622,1057
Iowa,321,Wood product manufacturing,2013,8057,377784,5939,11655,224962,781885,1573257,798465,24191
Iowa,3211,Sawmills and wood preservation,2013,286,10861,225,451,7261,44763,71578,25689,5173
Iowa,3212,"Veneer, plywood, and engineered wood product manufacturing",2013,685,28054,473,990,15438,81424,153266,74545,2670
Iowa,3219,Other wood product manufacturing,2013,7086,338870,5241,10215,202263,655698,1348414,698232,16348
Iowa,322,Paper manufacturing,2013,3810,197041,3153,6379,134582,977402,2350122,1378387,50499
Iowa,323,Printing and related support activities,2013,6240,273440,4586,9123,183833,484848,1187038,698748,50035
Iowa,3231,Printing and related support activities,2013,6240,273440,4586,9123,183833,484848,1187038,698748,50035
Iowa,325,Chemical manufacturing,2013,10225,624476,6302,13604,335739,13393605,21090546,7703363,502051
Iowa,3251,Basic chemical manufacturing,2013,4025,252608,2479,5441,126657,10362004,14178800,3812999,210516
Iowa,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2013,554,45865,356,887,31459,797571,1399655,601647,91538
Iowa,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",2013,1155,75030,717,1535,42154,762334,1659217,889780,82097
Iowa,3254,Pharmaceutical and medicine manufacturing,2013,1907,112561,962,2037,51379,243756,821228,586544,67499
